date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:22:02	2621/2621	---M-Z	200	added ('OK')	text/xml	date:Sun,%2003%20Mar%202024%2017:52:02%20GMT	https://www.haircoatbd.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haircoatbd.com%2Fwig-manufacturers%2F&format=xml	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-json/oembed/1.0/embed25a7	(from https://www.haircoatbd.com/wig-manufacturers/)
23:22:04	162986/162986	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Dec%202020%2008:29:16%20GMT	https://www.haircoatbd.com/wp-content/uploads/2020/12/about-us-banner1.png	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/uploads/2020/12/about-us-banner1.png	(from https://www.haircoatbd.com/wig-manufacturers/)
23:22:04	3154/3154	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Sep%202021%2009:24:58%20GMT	https://www.haircoatbd.com/wp-content/uploads/2021/09/2000-lady-workers-80x80.jpg	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/uploads/2021/09/2000-lady-workers-80x80.jpg	(from https://www.haircoatbd.com/wig-manufacturers/)
23:22:05	2323/2323	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Sep%202021%2009:25:04%20GMT	https://www.haircoatbd.com/wp-content/uploads/2021/09/Hair-Coat-Started-Ready-made-hair...-80x80.jpg	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/uploads/2021/09/Hair-Coat-Started-Ready-made-hair...-80x80.jpg	(from https://www.haircoatbd.com/wig-manufacturers/)
23:22:06	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Mar%202024%2017:52:06%20GMT	https://www.haircoatbd.com/wp-content/plugins/pe-recent-posts/css/animate.css?ver=5.8.9	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/plugins/pe-recent-posts/css/animate29ad.css	(from https://www.haircoatbd.com/mission-vission/)
23:22:07	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Mar%202024%2017:52:07%20GMT	https://www.haircoatbd.com/wp-content/plugins/pe-recent-posts/css/pe-recent-posts.css?ver=5.8.9	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/plugins/pe-recent-posts/css/pe-recent-posts29ad.css	(from https://www.haircoatbd.com/mission-vission/)
23:22:08	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Mar%202024%2017:52:08%20GMT	https://www.haircoatbd.com/wp-content/plugins/pe-recent-posts/js/bootstrap.min.js?ver=3.3.0	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/plugins/pe-recent-posts/js/bootstrap.min9b70.js	(from https://www.haircoatbd.com/mission-vission/)
23:22:09	8064/8064	---M-Z	200	added ('OK')	application/json	date:Sun,%2003%20Mar%202024%2017:52:09%20GMT	https://www.haircoatbd.com/wp-json/wp/v2/pages/3614	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-json/wp/v2/pages/3614.json	(from https://www.haircoatbd.com/mission-vission/)
23:22:10	2515/2515	---M-Z	200	added ('OK')	application/json	date:Sun,%2003%20Mar%202024%2017:52:10%20GMT	https://www.haircoatbd.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haircoatbd.com%2Fmission-vission%2F	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-json/oembed/1.0/embed72b4.json	(from https://www.haircoatbd.com/mission-vission/)
23:22:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Mar%202024%2017:52:11%20GMT	https://www.haircoatbd.com/?p=3614	/Users/barath/websites/WigProj/www.haircoatbd.com/index51ca.html	(from https://www.haircoatbd.com/mission-vission/)
23:22:12	2611/2611	---M-Z	200	added ('OK')	text/xml	date:Sun,%2003%20Mar%202024%2017:52:12%20GMT	https://www.haircoatbd.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haircoatbd.com%2Fmission-vission%2F&format=xml	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-json/oembed/1.0/embed2480	(from https://www.haircoatbd.com/mission-vission/)
23:22:13	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Mar%202024%2017:52:13%20GMT	https://www.haircoatbd.com/wp-content/plugins/pe-recent-posts/css/animate.css?ver=5.8.9	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/plugins/pe-recent-posts/css/animate29ad.css	(from https://www.haircoatbd.com/our-philosophy/)
23:22:14	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Mar%202024%2017:52:14%20GMT	https://www.haircoatbd.com/wp-content/plugins/pe-recent-posts/css/pe-recent-posts.css?ver=5.8.9	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/plugins/pe-recent-posts/css/pe-recent-posts29ad.css	(from https://www.haircoatbd.com/our-philosophy/)
23:22:15	196003/196003	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Oct%202019%2021:03:48%20GMT	https://www.haircoatbd.com/wp-content/uploads/2019/10/MISSION-VISSION.jpg	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/uploads/2019/10/MISSION-VISSION.jpg	(from https://www.haircoatbd.com/mission-vission/)
23:22:15	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Mar%202024%2017:52:15%20GMT	https://www.haircoatbd.com/wp-content/plugins/pe-recent-posts/js/bootstrap.min.js?ver=3.3.0	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/plugins/pe-recent-posts/js/bootstrap.min9b70.js	(from https://www.haircoatbd.com/our-philosophy/)
23:22:17	7948/7948	---M-Z	200	added ('OK')	application/json	date:Sun,%2003%20Mar%202024%2017:52:16%20GMT	https://www.haircoatbd.com/wp-json/wp/v2/pages/3617	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-json/wp/v2/pages/3617.json	(from https://www.haircoatbd.com/our-philosophy/)
23:22:17	2481/2481	---M-Z	200	added ('OK')	application/json	date:Sun,%2003%20Mar%202024%2017:52:17%20GMT	https://www.haircoatbd.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haircoatbd.com%2Four-philosophy%2F	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-json/oembed/1.0/embedcd01.json	(from https://www.haircoatbd.com/our-philosophy/)
23:22:18	2579/2579	---M-Z	200	added ('OK')	text/xml	date:Sun,%2003%20Mar%202024%2017:52:18%20GMT	https://www.haircoatbd.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haircoatbd.com%2Four-philosophy%2F&format=xml	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-json/oembed/1.0/embed3ade	(from https://www.haircoatbd.com/our-philosophy/)
23:22:20	73072/73072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Oct%202019%2020:47:14%20GMT	https://www.haircoatbd.com/wp-content/uploads/2019/10/Haircare-banner.jpg	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/uploads/2019/10/Haircare-banner.jpg	(from https://www.haircoatbd.com/our-philosophy/)
23:22:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Mar%202024%2017:52:19%20GMT	https://www.haircoatbd.com/?p=3617	/Users/barath/websites/WigProj/www.haircoatbd.com/indexcca5.html	(from https://www.haircoatbd.com/our-philosophy/)
